"!им. ед.","род","род. ед.","дат. ед.","вин. ед.","твор. ед.","предл. ед."
"Луцикович","M","Луциковича","Луциковичу","Луциковича","Луциковичем","Луциковиче"
"Луциковна","F","","","","",""
"Луциківна","F","Луциковны","Луциковне","Луциковны","Луциковной","Луциковне"
"Лучанович","M","","","","",""
"Лучановна","F","","","","",""
"Львович","M","Львовича","Львовичу","Львовича","Львовичем","Львовиче"
"Львовна","F","","","","",""
"Львівна","F","Львовны","Львовне","Львовны","Львовной","Львовне"
"Льюисович","M","","","","",""
"Льюисовна","F","","","","",""
"Любомирович","M","Любомировича","Любомировичу","Любомировича","Любомировичем","Любомировиче"
"Любомировна","F","","","","",""
"Любомирівна","F","Любомировны","Любомировне","Любомировны","Любомировной","Любомировне"
"Людвигович","M","","","","",""
"Людвиговна","F","","","","",""
"Людвигівна","F","Людвиговны","Людвиговне","Людвиговны","Людвиговной","Людвиговне"
"Людвігович","M","Людвиговича","Людвиговичу","Людвиговича","Людвиговичем","Людвиговиче"
"Людвікович","M","Людвиковича","Людвиковичу","Людвиковича","Людвиковичем","Людвиковиче"
"Людиславович","M","Людиславовича","Людиславовичу","Людиславовича","Людиславовичем","Людиславовиче"
"Людмилович","M","Людмиловича","Людмиловичу","Людмиловича","Людмиловичем","Людмиловиче"
"Люкович","M","","","","",""
"Люковна","F","","","","",""
"Люманович","M","Люмановича","Люмановичу","Люмановича","Люмановичем","Люмановиче"
