"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Незір","M","","","","","",""
"Нелла","F","Нелло","Нелли","Неллі","Нелли","Неллою","Неллі"
"Неллі","F","Неллі","Неллі","Неллі","Неллі","Неллі","Неллі"
"Нельсон","M","Нельсоне","Нельсона","Нельсону","Нельсона","Нельсоном","Нельсонові"
"Неля","F","Нелю","Нелі","Нелі","Нелі","Нелею","Нелі"
"Неман","M","","","","","",""
"Ненад","M","Ненаде","Ненада","Ненаду","Ненада","Ненадом","Ненадові"
"Неон","M","","","","","",""
"Неоніл","M","Неоніле","Неоніла","Неонілу","Неоніла","Неонілом","Неонілі"
"Неоніла","F","Неоніло","Неоніли","Неонілі","Неоніли","Неонілою","Неонілі"
"Неофіт","M","","","","","",""
"Нессар","M","Нессаре","Нессара","Нессару","Нессара","Нессаром","Нессарові"
"Нестислав","M","","","","","",""
"Нестор","M","Несторе","Нестора","Нестору","Нестора","Нестором","Несторі"
"Нетта","F","Нетто","Нетти","Нетті","Нетти","Неттою","Нетті"
"Нефтул","M","","","","","",""
"Нефізе","F","Нефізе","Нефізе","Нефізе","Нефізе","Нефізе","Нефізе"
"Нечипор","M","Нечипоре","Нечипора","Нечипору","Нечипора","Нечипором","Нечипорові"
"Низам","M","","","","","",""
"Низамин","M","","","","","",""
"Никандр","M","Никандре","Никандра","Никандрові","Никандра","Никандром","Никандрові"
"Никанор","M","Никаноре","Никанора","Никанору","Никанора","Никанором","Никанорові"
"Никифор","M","Никифоре","Никифора","Никифору","Никифора","Никифором","Никифорі"
"Никодим","M","Никодиме","Никодима","Никодиму","Никодима","Никодимом","Никодимові"
"Никон","M","Никоне","Никона","Никону","Никона","Никоном","Никонові"
"Нил","M","","","","","",""
"Нифонт","M","","","","","",""
"Нифонтій","M","Нифонтію","Нифонтія","Нифонтію","Нифонтія","Нифонтієм","Нифонтії"
"Нихтод","M","","","","","",""
"Новомир","M","","","","","",""
"Новруз Огли","M","","","","","",""
"Новруз","M","","","","","",""
"Новік","M","Новіке","Новіка","Новіку","Новіка","Новіком","Новікові"
"Нодар","M","Нодаре","Нодара","Нодару","Нодара","Нодаром","Нодарові"
"Номик","M","","","","","",""
"Нонна","F","Нонно","Нонни","Нонні","Нонни","Нонною","Нонні"
"Нора","F","Норе","Нори","Норі","Нори","Норою","Норі"
"Норай","M","","","","","",""
"Норайр","M","Норайре","Норайра","Норайру","Норайра","Норайром","Норайрі"
"Норберт","M","Норберте","Норберта","Норберту","Норберта","Норбертом","Норберті"
"Норик","M","","","","","",""
"Норман Огли","M","","","","","",""
"Нормунд","M","","","","","",""
"Норуш","M","","","","","",""
"Норік","M","Норіку","Норіка","Норіку","Норіка","Норіком","Норікові"
"Нубар","F","Нубар","Нубар","Нубар","Нубар","Нубар","Нубар"
"Нугзар","M","Нугзаре","Нугзара","Нугзару","Нугзара","Нугзаром","Нугзарові"
"Нузет","M","","","","","",""
"Нукзарі","M","Нукзаріє","Нукзарія","Нукзарію","Нукзарія","Нукзарією","Нукзарії"
"Нуне","F","Нуне","Нуне","Нуне","Нуне","Нуне","Нуне"
"Нуник","M","","","","","",""
"Нурайор","M","","","","","",""
"Нуралі","M","Нураліє","Нуралія","Нуралію","Нуралія","Нуралієм","Нуралійові"
"Нурбай","M","","","","","",""
"Нурбій","M","","","","","",""
"Нургалі","M","","","","","",""
"Нуретдін","M","","","","","",""
"Нурзі","M","","","","","",""
"Нурзіннят","M","","","","","",""
"Нуриддін","M","","","","","",""
"Нуридін","M","Нуридіне","Нуридіна","Нуридіну","Нуридіна","Нуридіном","Нуридінові"
"Нурим","M","","","","","",""
"Нурмухамед","M","","","","","",""
"Нурулл","M","","","","","",""
"Нурулло","M","Нурулло","Нурулло","Нурулло","Нурулло","Нуруллом","Нурулло"
"Нуруш","M","","","","","",""
"Нурі","M","Нурі","Нурі","Нурі","Нурі","Нурі","Нурі"
"Нуріджан","M","","","","","",""
"Нурій","M","","","","","",""
"Нурія","F","Нуре","Нури","Нурі","Нури","Нурою","Нурі"
"Нусра","M","Нусре","Нусри","Нусрі","Нусри","Нусром","Нусрі"
"Нусрет","M","","","","","",""
"Нухкаді","M","Нухкадіє","Нухкадія","Нухкадію","Нухкадія","Нухкадієм","Нухкадію"
"Нухкадій","M","","","","","",""
"Нухім","M","","","","","",""
"Нуцо","M","","","","","",""
"Нуцу","M","Нуцує","Нуцуя","Нуцую","Нуцуя","Нуцуєм","Нуцуйові"
"Нуч","M","","","","","",""
"Нюра","F","Нюро","Нюри","Нюрі","Нюру","Нюрою","Нюрі"
"Нябіулл","M","","","","","",""
"Ніаз","M","","","","","",""
"Нігер","F","Нігеріє","Нігери","Нігері","Нігери","Нігерою","Нігерії"
"Нігора","F","Нігоре","Нігори","Нігорі","Нігори","Нігорою","Нігорі"
"Ніз","M","","","","","",""
"Нізамі","M","Нізаміне","Нізаміна","Нізаміну","Нізаміна","Нізаміном","Нізамінові"
"Нік","M","Ніку","Ніка","Ніку","Ніка","Ніком","Нікові"
"Ніка","F","Ніко","Ніки","Ніці","Ніки","Нікою","Ніці"
"Ніколаос","M","Ніколаосе","Ніколаоса","Ніколаосу","Ніколаоса","Ніколаосом","Ніколаосові"
"Ніколя","F","Ніколе","Ніколі","Ніколі","Ніколі","Ніколією","Ніколі"
"Ніколєтта","F","Ніколєтте","Ніколєтти","Ніколєтті","Ніколєтти","Ніколєттою","Ніколєтті"
